Player,Team,Position,Age,File
M. Ostrzolek,Schwaben Augsburg,"LCMF, LCB, DMF",35.0,Germany 4 - Part I.xlsx
T. Schmidt,Memmingen,"LCMF, DMF, RCMF",21.0,Germany 4 - Part I.xlsx
R. Lisewski,Nürnberg,GK,20.0,Germany 4 - Part I.xlsx
A. Heinz,Bayern München II,CF,28.0,Germany 4 - Part I.xlsx
A. Gashi,Buchbach,"RCMF, AMF, LCMF",31.0,Germany 4 - Part I.xlsx
D. Günes,Memmingen,"CF, AMF",20.0,Germany 4 - Part I.xlsx
N. Cassaniti,Viktoria Aschaffenburg,"LW, RB, LAMF",23.0,Germany 4 - Part I.xlsx
I. Feser,Aubstadt,LB,30.0,Germany 4 - Part I.xlsx
M. Hingerl,Illertissen,"AMF, DMF, LCMF",30.0,Germany 4 - Part I.xlsx
O. Redier,Schwaben Augsburg,RCB,22.0,Germany 4 - Part I.xlsx
J. Grimm,Eichstätt,"LCMF, LDMF, LCB",26.0,Germany 4 - Part I.xlsx
E. Avdija,Unterhaching,GK,21.0,Germany 4 - Part I.xlsx
E. Härtl,Vilzing,LCB,24.0,Germany 4 - Part I.xlsx
D. Heindl,Bayern München II,"RCB, LCB",21.0,Germany 4 - Part I.xlsx
S. Skarlatidis,Unterhaching,"RCMF, AMF",34.0,Germany 4 - Part I.xlsx
B. Krug,Schwaben Augsburg,"CB, LCB, RCB",31.0,Germany 4 - Part I.xlsx
M. Stiefler,Unterhaching,RCB,37.0,Germany 4 - Part I.xlsx
L. Käufl,Hankofen-Hailing,"LCMF, RCMF, DMF",27.0,Germany 4 - Part I.xlsx
M. Grimm,Aubstadt,CF,22.0,Germany 4 - Part I.xlsx
M. Gölz,Illertissen,"RB, RWB",24.0,Germany 4 - Part I.xlsx
A. Jünger,Vilzing,CF,32.0,Germany 4 - Part I.xlsx
P. Kurzweg,Würzburger Kickers,LB,32.0,Germany 4 - Part I.xlsx
F. Bachschmid,Wacker Burghausen,"AMF, CF",29.0,Germany 4 - Part I.xlsx
A. Asani,Viktoria Aschaffenburg,"RB, DMF, RCMF",25.0,Germany 4 - Part I.xlsx
K. Hingerl,Buchbach,RCB,32.0,Germany 4 - Part I.xlsx
P. Choroba,Hankofen-Hailing,"RB, RCB, RCMF",29.0,Germany 4 - Part I.xlsx
F. Ilic,Wacker Burghausen,"LDMF, RDMF",22.0,Germany 4 - Part I.xlsx
A. Seidel,Bayreuth,"LCB, RCB",25.0,Germany 4 - Part I.xlsx
T. Hüttl,Aubstadt,"RCB, LCB",28.0,Germany 4 - Part I.xlsx
F. Eutinger,Vilzing,GK,22.0,Germany 4 - Part I.xlsx
A. Keereerom,Schwaben Augsburg,"CF, LW",24.0,Germany 4 - Part I.xlsx
A. Beusch,Eichstätt,"RW, RAMF",23.0,Germany 4 - Part I.xlsx
M. Dolinski,Memmingen,RB,23.0,Germany 4 - Part I.xlsx
R. Deziel,Bayern München II,"RCB, LCB, RDMF",20.0,Germany 4 - Part I.xlsx
R. Desch,Viktoria Aschaffenburg,"LCMF, RCMF",33.0,Germany 4 - Part I.xlsx
L. Eberle,Nürnberg II,RCB,20.0,Germany 4 - Part I.xlsx
T. Heiland,Buchbach,"LW, LAMF",26.0,Germany 4 - Part I.xlsx
A. Winkler,Unterhaching,"LCB, LB, RCB",34.0,Germany 4 - Part I.xlsx
T. Heß,Nürnberg II,"LB, RB",19.0,Germany 4 - Part I.xlsx
D. Meisel,Würzburger Kickers,"LDMF, LCMF, RDMF",26.0,Germany 4 - Part I.xlsx
H. Schiefer,Ansbach,GK,26.0,Germany 4 - Part I.xlsx
S. Sedlaczek,Vilzing,"AMF, RAMF, LCMF",21.0,Germany 4 - Part I.xlsx
J. Turtschan,Wacker Burghausen,"LB, RB",24.0,Germany 4 - Part I.xlsx
M. Bangerter,Wacker Burghausen,"LDMF, RDMF, RCMF",21.0,Germany 4 - Part I.xlsx
P. Kroiß,Ansbach,CF,31.0,Germany 4 - Part I.xlsx
M. Heiß,Schwaben Augsburg,"LCMF, RW",30.0,Germany 4 - Part I.xlsx
L. Hemmerich,Würzburger Kickers,RB,28.0,Germany 4 - Part I.xlsx
T. Haas,Vilzing,"LAMF, LWB, RAMF",28.0,Germany 4 - Part I.xlsx
F. Weber,Vilzing,"RDMF, DMF, RCMF",31.0,Germany 4 - Part I.xlsx
M. Fischer,Aubstadt,"LCMF, RCMF, LDMF",21.0,Germany 4 - Part I.xlsx
E. Herger,Eichstätt,RB,22.0,Germany 4 - Part I.xlsx
N. Borger,Viktoria Aschaffenburg,"LCB, RCB",24.0,Germany 4 - Part I.xlsx
L. Pfluger,Unterhaching,LCB,19.0,Germany 4 - Part I.xlsx
P. Ochs,Würzburger Kickers,"RDMF, DMF, RCMF",29.0,Germany 4 - Part I.xlsx
M. Zeller,Illertissen,"CB, LCB, RDMF",26.0,Germany 4 - Part I.xlsx
F. Nitaj,Eichstätt,"LW, LAMF",24.0,Germany 4 - Part I.xlsx
T. Gayring,Hankofen-Hailing,"RW, RAMF, CF",27.0,Germany 4 - Part I.xlsx
A. Gordok,Wacker Burghausen,"AMF, RDMF, LDMF",25.0,Germany 4 - Part I.xlsx
D. Lippert,Bayreuth,LB,30.0,Germany 4 - Part I.xlsx
O. Sorg,Augsburg,"LW, LB, LAMF",18.0,Germany 4 - Part I.xlsx
S. Behr,Aubstadt,"LCB, RB, RCB",30.0,Germany 4 - Part I.xlsx
T. Kraus,Würzburger Kickers,"CF, AMF, RCMF",26.0,Germany 4 - Part I.xlsx
K. Mandić,Nürnberg,LCB,18.0,Germany 4 - Part I.xlsx
V. Mareš,Wacker Burghausen,LCB,26.0,Germany 4 - Part I.xlsx
L. Stockinger,Hankofen-Hailing,LB,20.0,Germany 4 - Part I.xlsx
D. Adlung,Greuther Fürth II,"AMF, CF, RW",38.0,Germany 4 - Part I.xlsx
K. Stütz,Hankofen-Hailing,LCB,20.0,Germany 4 - Part I.xlsx
J. Berg,Viktoria Aschaffenburg,RCB,20.0,Germany 4 - Part I.xlsx
A. Kopf,Illertissen,LCB,25.0,Germany 4 - Part I.xlsx
V. Vertiei,Aubstadt,GK,27.0,Germany 4 - Part I.xlsx
T. Jager,Augsburg II,GK,21.0,Germany 4 - Part I.xlsx
H. Ehmann,Viktoria Aschaffenburg,"LCB, LB",26.0,Germany 4 - Part I.xlsx
L. Ramser,Schwaben Augsburg,"RB, RCMF",29.0,Germany 4 - Part I.xlsx
T. Pitter,Aubstadt,"RW, RAMF",33.0,Germany 4 - Part I.xlsx
Y. Scholz,Greuther Fürth II,RCB,29.0,Germany 4 - Part I.xlsx
A. Fambo,Vilzing,"LB, LWB",26.0,Germany 4 - Part I.xlsx
S. Pichlmeier,Hankofen-Hailing,"RCB, RCMF, LCB",21.0,Germany 4 - Part I.xlsx
Khalid El Haija,Nürnberg II,"LCB, CB, RCB",20.0,Germany 4 - Part I.xlsx
B. Angermeier,Ansbach,LCMF,23.0,Germany 4 - Part I.xlsx
M. Radoki,Schwaben Augsburg,CF,24.0,Germany 4 - Part I.xlsx
Eliot Muteba,Würzburger Kickers,"LW, LAMF, RAMF",22.0,Germany 4 - Part I.xlsx
A. Wagner,Hankofen-Hailing,CF,30.0,Germany 4 - Part I.xlsx
F. Hangl,Augsburg II,"AMF, CF, LAMF",19.0,Germany 4 - Part I.xlsx
N. Andermatt,Bayreuth,"LCMF, RCMF, LDMF",30.0,Germany 4 - Part I.xlsx
G. Della Rovere,Bayern München II,"CF, AMF, RCMF",18.0,Germany 4 - Part I.xlsx
L. Akhalaia,Greuther Fürth II,CF,23.0,Germany 4 - Part I.xlsx
N. Seefried,Ansbach,"RW, CF, LW",25.0,Germany 4 - Part I.xlsx
N. Agbaje,Wacker Burghausen,"LAMF, RAMF",24.0,Germany 4 - Part I.xlsx
S. Ammari,Buchbach,CF,31.0,Germany 4 - Part I.xlsx
N. Sauernheimer,Eichstätt,GK,25.0,Germany 4 - Part I.xlsx
M. Avlayici,Greuther Fürth II,"LDMF, RCMF, DMF",19.0,Germany 4 - Part I.xlsx
E. Heckmann,Illertissen,"LB, LWB",24.0,Germany 4 - Part I.xlsx
P. Maier,Memmingen,"RW, RAMF",28.0,Germany 4 - Part I.xlsx
M. Puscher,Ansbach,"RB, RW",24.0,Germany 4 - Part I.xlsx
N. Leipold,Vilzing,"LW, LCMF, AMF",21.0,Germany 4 - Part I.xlsx
P. Hack,Greuther Fürth II,"CF, RAMF, RW",23.0,Germany 4 - Part I.xlsx
J. Yanda,Bayern München II,"LB, LW",18.0,Germany 4 - Part I.xlsx
D. Milic,Illertissen,"AMF, RAMF, LCMF",21.0,Germany 4 - Part I.xlsx
J. Goß,Vilzing,"RCMF, LCMF",24.0,Germany 4 - Part I.xlsx
L. Oberseider,Ansbach,"LCB, RCB",21.0,Germany 4 - Part I.xlsx
J. Engel,Greuther Fürth,"LCB, RDMF",20.0,Germany 4 - Part I.xlsx
M. Wiezorrek,Nürnberg II,RB,22.0,Germany 4 - Part I.xlsx
M. Müller,Unterhaching,"LW, CF, RW",26.0,Germany 4 - Part I.xlsx
M. Zok,Illertissen,GK,22.0,Germany 4 - Part I.xlsx
A. Chaikhoun,Nürnberg,"AMF, LCMF",20.0,Germany 4 - Part I.xlsx
B. Berk,Hankofen-Hailing,"CF, LCMF, AMF",20.0,Germany 4 - Part I.xlsx
F. Bleicher,Augsburg II,"RCMF, RDMF, LCMF",19.0,Germany 4 - Part I.xlsx
B. Orth,Buchbach,LB,27.0,Germany 4 - Part I.xlsx
J. Bartl,Bayern München II,GK,19.0,Germany 4 - Part I.xlsx
C. Schulz,Wacker Burghausen,RB,29.0,Germany 4 - Part I.xlsx
M. Barbera,Memmingen,LB,27.0,Germany 4 - Part I.xlsx
L. Bucher,Bayreuth,"RB, LB",22.0,Germany 4 - Part I.xlsx
L. Heinze,Aubstadt,"RB, LCMF, LB",26.0,Germany 4 - Part I.xlsx
M. Sodji,Schwaben Augsburg,"CF, RW, RAMF",23.0,Germany 4 - Part I.xlsx
T. Lennerth,Bayreuth,"RCMF, AMF, LCMF",20.0,Germany 4 - Part I.xlsx
E. Herzig,Schwaben Augsburg,LCB,25.0,Germany 4 - Part I.xlsx
G. Makridis,,CF,22.0,Germany 4 - Part I.xlsx
B. Schmitz,Bayern München II,"DMF, RCMF, RDMF",31.0,Germany 4 - Part I.xlsx
M. Fries,Greuther Fürth II,RB,21.0,Germany 4 - Part I.xlsx
T. Lermer,Hankofen-Hailing,"LW, LAMF",30.0,Germany 4 - Part I.xlsx
C. Pfeiffer,Unterhaching,CF,20.0,Germany 4 - Part I.xlsx
L. Schaber,Schwaben Augsburg,"RB, RCMF",22.0,Germany 4 - Part I.xlsx
J. Von der Hitz,Nürnberg,"RWB, RW, RWF",19.0,Germany 4 - Part I.xlsx
D. Lindermeir,Augsburg II,RB,20.0,Germany 4 - Part I.xlsx
J. Nischalke,Würzburger Kickers,CF,23.0,Germany 4 - Part I.xlsx
D. Gerstmayer,Illertissen,CF,22.0,Germany 4 - Part I.xlsx
N. Hayer,Ansbach,"LW, CF",21.0,Germany 4 - Part I.xlsx
E. Zelenskiy,Aubstadt,RB,22.0,Germany 4 - Part I.xlsx
A. Malaj,Augsburg II,"RAMF, RW, RCMF",20.0,Germany 4 - Part I.xlsx
L. Vetter,Memmingen,"CF, LCMF, LW",24.0,Germany 4 - Part I.xlsx
K. Taseski,Augsburg II,"LB, LCB",22.0,Germany 4 - Part I.xlsx
D. Spies,Eichstätt,LCB,27.0,Germany 4 - Part I.xlsx
L. Schmidt,Ansbach,"CF, RW",29.0,Germany 4 - Part I.xlsx
P. Scheder,Bayreuth,"CF, AMF",23.0,Germany 4 - Part I.xlsx
L. Torres Farias,Greuther Fürth II,"LCMF, LDMF, AMF",28.0,Germany 4 - Part I.xlsx
M. Ćoćić,Vaduz,"RCMF, DMF",22.0,Germany 4 - Part I.xlsx
T. Meixner,Eichstätt,"CF, LW",24.0,Germany 4 - Part I.xlsx
T. Sanne,Wacker Burghausen,"CF, AMF, LAMF",22.0,Germany 4 - Part I.xlsx
M. Grun,,GK,39.0,Germany 4 - Part I.xlsx
S. Hingerl,Jahn Regensburg,"DMF, RCMF",26.0,Germany 4 - Part I.xlsx
L. Zech,Buchbach,GK,25.0,Germany 4 - Part I.xlsx
H. Held,Viktoria Aschaffenburg,"LCMF, RCMF",20.0,Germany 4 - Part I.xlsx
L. Walchhütter,Wacker Burghausen,"LCB, RCB",22.0,Germany 4 - Part I.xlsx
N. Embaye,Illertissen,"LDMF, DMF, CB",24.0,Germany 4 - Part I.xlsx
H. Hofgärtner,Augsburg II,"AMF, CF",30.0,Germany 4 - Part I.xlsx
N. Müller,Wacker Burghausen,CF,22.0,Germany 4 - Part I.xlsx
D. Nuhanović,Ansbach,"LW, CF, LAMF",22.0,Germany 4 - Part I.xlsx
D. Rabanter,Hankofen-Hailing,RB,33.0,Germany 4 - Part I.xlsx
F. Schwarzholz,Schwaben Augsburg,"RCMF, DMF",26.0,Germany 4 - Part I.xlsx
F. Menig,Nürnberg II,CB,32.0,Germany 4 - Part I.xlsx
P. Muteba,Würzburger Kickers,"LW, LAMF, RAMF",22.0,Germany 4 - Part I.xlsx
R. Ivelj,Buchbach,"LCMF, LDMF, RCMF",21.0,Germany 4 - Part I.xlsx
D. Muteba,Buchbach,"LCMF, CF, AMF",24.0,Germany 4 - Part I.xlsx
L. Bezjak,Vilzing,"RB, RWB",23.0,Germany 4 - Part I.xlsx
L. Althaus,Ansbach,RB,20.0,Germany 4 - Part I.xlsx
M. Reil,Schwaben Augsburg,GK,25.0,Germany 4 - Part I.xlsx
D. Ertel,Hankofen-Hailing,"RB, RW, LB",26.0,Germany 4 - Part I.xlsx
F. Constantin Meiser,Augsburg,"RCB, LCB",19.0,Germany 4 - Part I.xlsx
N. Nollenberger,Sandhausen,"LW, LAMF",22.0,Germany 4 - Part I.xlsx
K. Paschek,Memmingen,LB,25.0,Germany 4 - Part I.xlsx
J. Zimmermann,Ansbach,LCB,22.0,Germany 4 - Part I.xlsx
D. Nene,Viktoria Aschaffenburg,LB,24.0,Germany 4 - Part I.xlsx
B. Wagner,Hankofen-Hailing,"LCMF, LB, RDMF",25.0,Germany 4 - Part I.xlsx
P. Walter,Buchbach,"LCB, RB",30.0,Germany 4 - Part I.xlsx
T. Kusanovic,Nürnberg,CF,18.0,Germany 4 - Part I.xlsx
J. Aigboje,Unterhaching,"RW, RAMF",23.0,Germany 4 - Part I.xlsx
M. Brinkmann,Buchbach,GK,20.0,Germany 4 - Part I.xlsx
A. Nittnaus,Hankofen-Hailing,"RCB, LCB",20.0,Germany 4 - Part I.xlsx
D. Lichtensteiger,Augsburg II,RCB,21.0,Germany 4 - Part I.xlsx
M. Mihaylov,Vilzing,"CB, LCB, RCMF",24.0,Germany 4 - Part I.xlsx
M. Dalpiaz,Milan Futuro,"RB, LB",19.0,Germany 4 - Part I.xlsx
E. Verstappen,Viktoria Aschaffenburg,GK,32.0,Germany 4 - Part I.xlsx
K. Rüger,Bayern München II,"LCMF, LDMF, DMF",20.0,Germany 4 - Part I.xlsx
E. Porstner,Nürnberg,"LWB, LB",18.0,Germany 4 - Part I.xlsx
E. Özbay,Vilzing,"CF, RW",22.0,Germany 4 - Part I.xlsx
P. Fuchs,Nürnberg II,"RCMF, RDMF",21.0,Germany 4 - Part I.xlsx
B. Müller,Ansbach,"LCMF, RCMF, CB",28.0,Germany 4 - Part I.xlsx
I. Drobny,Schwaben Augsburg,GK,19.0,Germany 4 - Part I.xlsx
R. Onoda,Augsburg II,"CF, RAMF",19.0,Germany 4 - Part I.xlsx
L. Kraus,Bayreuth,"CF, LW",25.0,Germany 4 - Part I.xlsx
L. Klanac,Bayern München II,GK,19.0,Germany 4 - Part I.xlsx
J. Skowronek,Nürnberg II,"CF, LCMF",20.0,Germany 4 - Part I.xlsx
Y. Azahaf,FSV Frankfurt,"LB, LW",21.0,Germany 4 - Part I.xlsx
D. Abrangao,Greuther Fürth,LB,21.0,Germany 4 - Part I.xlsx
E. Zejnullahu,Würzburger Kickers,"RCMF, AMF",31.0,Germany 4 - Part I.xlsx
T. Rühle,Illertissen,CF,35.0,Germany 4 - Part I.xlsx
P. Scobel,Nürnberg,CF,20.0,Germany 4 - Part I.xlsx
R. Christian Meier,Unterhaching,CF,22.0,Germany 4 - Part I.xlsx
M. Uhl,Würzburger Kickers,"LB, RCB, LW",26.0,Germany 4 - Part I.xlsx
D. Ade,Wacker Burghausen,"RAMF, RDMF",25.0,Germany 4 - Part I.xlsx
J. Nasrawe,Ried,"LB, LDMF",19.0,Germany 4 - Part I.xlsx
J. Fries,Eichstätt,"LCMF, LDMF, AMF",29.0,Germany 4 - Part I.xlsx
L. Aigner,Augsburg II,"LCB, CB",30.0,Germany 4 - Part I.xlsx
T. Üçüncü,,"CF, AMF, LW",23.0,Germany 4 - Part I.xlsx
L. Kleiner,Viktoria Aschaffenburg,"RW, RB, RAMF",21.0,Germany 4 - Part I.xlsx
E. Rau,Nürnberg II,"LAMF, CF, LWF",20.0,Germany 4 - Part I.xlsx
L. Klein,Barockstadt Fulda-Lehnerz,"LW, RW, LAMF",22.0,Germany 4 - Part I.xlsx
P. Grauschopf,Vilzing,"LCMF, CB, LDMF",27.0,Germany 4 - Part I.xlsx
M. Zietsch,Bayreuth,"RB, LCMF, RCMF",25.0,Germany 4 - Part I.xlsx
M. Schwabl,Unterhaching,RB,35.0,Germany 4 - Part I.xlsx
T. Kastanaras,Augsburg II,CF,23.0,Germany 4 - Part I.xlsx
T. Weber,,"RCB, LB, RB",30.0,Germany 4 - Part I.xlsx
F. Schäffner,Bayreuth,LCB,18.0,Germany 4 - Part I.xlsx
D. Zormeier,Hankofen-Hailing,CF,20.0,Germany 4 - Part I.xlsx
K. Mutove,Borussia Dortmund II,"CF, LAMF",21.0,Germany 4 - Part I.xlsx
M. Witte,Illertissen,GK,27.0,Germany 4 - Part I.xlsx
F. Dzemaili,Wacker Burghausen,LB,27.0,Germany 4 - Part I.xlsx
M. Stefandl,Atlas Delmenhorst,"RAMF, RW, LW",28.0,Germany 4 - Part I.xlsx
V. Manuba,Bayern München II,"RB, LB",20.0,Germany 4 - Part I.xlsx
N. Simic,Wacker Burghausen,"LAMF, RAMF",21.0,Germany 4 - Part I.xlsx
M. Kücüksahin,Augsburg,"RCMF, RCB",22.0,Germany 4 - Part I.xlsx
H. Kallo,Viktoria Aschaffenburg,CF,24.0,Germany 4 - Part I.xlsx
R. Fackler-Stamm,Schwaben Augsburg,"CB, DMF, RCB",30.0,Germany 4 - Part I.xlsx
D. Dreo,Augsburg II,CF,20.0,Germany 4 - Part I.xlsx
M. Fesser,Bayreuth,"RAMF, RW, CF",24.0,Germany 4 - Part I.xlsx
M. Volkmuth,Aubstadt,"RCMF, RDMF",27.0,Germany 4 - Part I.xlsx
P. Moll,Aubstadt,"LW, LCMF, RW",25.0,Germany 4 - Part I.xlsx
H. Höcker,Bayreuth,GK,19.0,Germany 4 - Part I.xlsx
T. Winklbauer,Bayreuth,CF,27.0,Germany 4 - Part I.xlsx
D. Hausmann,Illertissen,"LW, LCMF, AMF",23.0,Germany 4 - Part I.xlsx
M. Meyer,Greuther Fürth II,"CF, LAMF, LW",19.0,Germany 4 - Part I.xlsx
J. Brätz,Aubstadt,GK,19.0,Germany 4 - Part I.xlsx
B. Darboe,Bayern München II,"CF, RW, LAMF",19.0,Germany 4 - Part I.xlsx
L. Puljić,Bayern München II,LCB,18.0,Germany 4 - Part I.xlsx
F. Heim,Bayreuth,"LW, LAMF",24.0,Germany 4 - Part I.xlsx
J. Cabrera,Greuther Fürth,"LAMF, LW",23.0,Germany 4 - Part I.xlsx
N. George,Augsburg II,GK,20.0,Germany 4 - Part I.xlsx
C. Meister,Greuther Fürth II,"LB, RB",21.0,Germany 4 - Part I.xlsx
R. Marita,Greuther Fürth,"LB, LW, LWF",19.0,Germany 4 - Part I.xlsx
N. Schmidt,Aubstadt,"LCMF, RCMF, LDMF",29.0,Germany 4 - Part I.xlsx
F. Lutolli,Hankofen-Hailing,"LW, AMF",20.0,Germany 4 - Part I.xlsx
S. Mühlbauer,Augsburg II,RB,20.0,Germany 4 - Part I.xlsx
T. Hannemann,Unterhaching,"RCMF, AMF",19.0,Germany 4 - Part I.xlsx
E. Grzywacz,Nürnberg,"LCMF, DMF",20.0,Germany 4 - Part I.xlsx
A. Imeri,Greuther Fürth,"CF, RAMF, RWF",20.0,Germany 4 - Part I.xlsx
L. Stegmiller,Augsburg II,LB,19.0,Germany 4 - Part I.xlsx
M. Bergmann,Memmingen,"LCMF, LDMF, RDMF",22.0,Germany 4 - Part I.xlsx
M. Schuhbauer,Bayern München II,RB,20.0,Germany 4 - Part I.xlsx
T. Yilmaz,Greuther Fürth II,"LCB, RB",19.0,Germany 4 - Part I.xlsx
L. Quirin,Bayreuth,"RCMF, RDMF",26.0,Germany 4 - Part I.xlsx
A. Ličina,Juventus Next Gen,"RAMF, RW, RCMF",19.0,Germany 4 - Part I.xlsx
J. Blümel,Vilzing,"LB, RB, LCB",24.0,Germany 4 - Part I.xlsx
C. Ehlich,Unterhaching,RB,27.0,Germany 4 - Part I.xlsx
L. Omore,Würzburger Kickers,RB,23.0,Germany 4 - Part I.xlsx
J. Gottmeier,Vilzing,"CF, RCMF, DMF",22.0,Germany 4 - Part I.xlsx
C. Negele,Unterhaching,"LW, LAMF",21.0,Germany 4 - Part I.xlsx
M. Bauer,Arminia Bielefeld,LCB,26.0,Germany 4 - Part I.xlsx
F. Junghan,Eichstätt,GK,32.0,Germany 4 - Part I.xlsx
D. Berisha,Würzburger Kickers,"LAMF, RAMF, RW",23.0,Germany 4 - Part I.xlsx
L. Zahaczewski,Bayreuth,GK,25.0,Germany 4 - Part I.xlsx
M. Fatiras,Eichstätt,LCB,26.0,Germany 4 - Part I.xlsx
M. Thomann,Würzburger Kickers,"RW, RAMF, LW",31.0,Germany 4 - Part I.xlsx
N. Biehrer,Viktoria Aschaffenburg,"RCMF, LCMF, LDMF",26.0,Germany 4 - Part I.xlsx
J. Mayer,Eichstätt,RB,24.0,Germany 4 - Part I.xlsx
B. Kurz,Schwaben Augsburg,"LB, LW, LAMF",29.0,Germany 4 - Part I.xlsx
M. Mattera,Buchbach,LB,24.0,Germany 4 - Part I.xlsx
R. Gushcha,Aubstadt,"LW, CF, LAMF",20.0,Germany 4 - Part I.xlsx
J. Krupa,Unterhaching,"CF, RWF",23.0,Germany 4 - Part I.xlsx
W. Osawe,Schweinfurt,"RCMF, LCMF",19.0,Germany 4 - Part I.xlsx
P. Kirsamer,Memmingen,CF,22.0,Germany 4 - Part I.xlsx
T. Binder,Bayern München II,"LAMF, LW, RW",19.0,Germany 4 - Part I.xlsx
D.Schneider,Hankofen-Hailing,RCB,23.0,Germany 4 - Part I.xlsx
M. Obolkin,Viktoria Aschaffenburg,"RW, CF, AMF",21.0,Germany 4 - Part I.xlsx
L. Kasten,Bayreuth,GK,25.0,Germany 4 - Part I.xlsx
Michael Scott,Bayern München II,"RAMF, RW, LAMF",20.0,Germany 4 - Part I.xlsx
D. Wolfsteiner,Eichstätt,"RB, RW, LW",32.0,Germany 4 - Part I.xlsx
J. Mottl,Ansbach,GK,21.0,Germany 4 - Part I.xlsx
J. Wieselsberger,Buchbach,"RB, LB",27.0,Germany 4 - Part I.xlsx
M. Greisel,Schwaben Augsburg,"DMF, CB, RAMF",28.0,Germany 4 - Part I.xlsx
C. Kresin,Memmingen,"LW, RW, RAMF",20.0,Germany 4 - Part I.xlsx
S. Landshuter,Ansbach,"CF, LW",29.0,Germany 4 - Part I.xlsx
D. Sekulovic,Bayreuth,"LAMF, RW, LW",21.0,Germany 4 - Part I.xlsx
L. Mrozek,Aubstadt,"RCB, RB",23.0,Germany 4 - Part I.xlsx
C. Cisse,Würzburger Kickers,CF,19.0,Germany 4 - Part I.xlsx
A. Hirtlreiter,Buchbach,"RW, RAMF, LAMF",23.0,Germany 4 - Part I.xlsx
N. König,Greuther Fürth,"RCB, LCB",23.0,Germany 4 - Part I.xlsx
A. Fazlija,Greuther Fürth II,"LDMF, RDMF, LCMF",21.0,Germany 4 - Part I.xlsx
F. Markert,Bayreuth,"CF, LCMF",21.0,Germany 4 - Part I.xlsx
R. Roth,Memmingen,"RB, LB",23.0,Germany 4 - Part I.xlsx
N. Vakouftsis,Schweinfurt,"LCB, RCB",22.0,Germany 4 - Part I.xlsx
T. Menapace,Greuther Fürth U19,GK,17.0,Germany 4 - Part I.xlsx
L. Akkus Rodríguez,,"CF, RCMF",22.0,Germany 4 - Part I.xlsx
L. Rachinger,Eichstätt,"RB, LCB",19.0,Germany 4 - Part I.xlsx
C. Irigoyen,Illertissen,"RB, LB",21.0,Germany 4 - Part I.xlsx
B. Franz,Viktoria Aschaffenburg,"RCMF, RCB",22.0,Germany 4 - Part I.xlsx
A. Degraf,Bayern München II,"LAMF, LW, RW",19.0,Germany 4 - Part I.xlsx
N. Della Schiava,Schwaben Augsburg,RB,28.0,Germany 4 - Part I.xlsx
A. Mehring,Buchbach,"LB, RW",23.0,Germany 4 - Part I.xlsx
J. Bell,Chemie Leipzig,"RB, RW",23.0,Germany 4 - Part I.xlsx
M. Sadat,Bayern München II,"CF, RW",19.0,Germany 4 - Part I.xlsx
J. Ruf,Augsburg II,"AMF, LCMF, LDMF",19.0,Germany 4 - Part I.xlsx
K. Frisorger,Aubstadt,"RB, RCB",26.0,Germany 4 - Part I.xlsx
M. Weiß,Aubstadt,"RCMF, RW, LW",24.0,Germany 4 - Part I.xlsx
D. Ofli,Bayern München U19,LB,19.0,Germany 4 - Part I.xlsx
L. Rietzler,Memmingen,"RDMF, DMF, RCMF",28.0,Germany 4 - Part I.xlsx
A. Soumaré,Wacker Burghausen,"LW, LAMF",21.0,Germany 4 - Part I.xlsx
L. Pfaumann,Illertissen,"RAMF, LCMF, RCMF",24.0,Germany 4 - Part I.xlsx
F. Chávez,Köln,"AMF, LCMF",19.0,Germany 4 - Part I.xlsx
K. Mata,Ansbach,"RW, RAMF, RWF",22.0,Germany 4 - Part I.xlsx
S. Weber,Vilzing,GK,27.0,Germany 4 - Part I.xlsx
S. Jung,Komárno,GK,20.0,Germany 4 - Part I.xlsx
A. Dardari,Greuther Fürth,"LAMF, LW, CF",21.0,Germany 4 - Part I.xlsx
J. Wegmann,Illertissen,LB,24.0,Germany 4 - Part I.xlsx
A. Brückner,Bayreuth,"RB, LB",23.0,Germany 4 - Part I.xlsx
J. Mbila,Buchbach,"LW, RAMF, LAMF",26.0,Germany 4 - Part I.xlsx
J. George,Bayreuth,"RW, AMF, CF",33.0,Germany 4 - Part I.xlsx
F. Sommersberger,Hankofen-Hailing,"RW, LW, RAMF",29.0,Germany 4 - Part I.xlsx
K. Yel,,"CF, RAMF, RW",23.0,Germany 4 - Part I.xlsx
L. Fusaro,Memmingen,"RCMF, CF, LDMF",,Germany 4 - Part I.xlsx
F. Helmer,Aubstadt,"CF, RW",25.0,Germany 4 - Part I.xlsx
L. Schröder,Vilzing,"LCMF, LDMF, DMF",24.0,Germany 4 - Part I.xlsx
O. Erahhali,Viktoria Aschaffenburg,"LCMF, CF, RCMF",19.0,Germany 4 - Part I.xlsx
M. Hämmerle,Augsburg II,"CF, AMF",18.0,Germany 4 - Part I.xlsx
A. Andreychyk,Oleksandria,LB,20.0,Germany 4 - Part I.xlsx
E. Bozan,Viktoria Aschaffenburg,"CF, RW",,Germany 4 - Part I.xlsx
U. Obiogumu,Nürnberg II,"RAMF, RWF, RW",22.0,Germany 4 - Part I.xlsx
D. Mihajlovic,Memmingen,"RCMF, DMF",29.0,Germany 4 - Part I.xlsx
R. Muth,Illertissen,"RDMF, DMF, RCMF",25.0,Germany 4 - Part I.xlsx
